1.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 180.0 23.0 26.0 1.0 10.0 0.0 0.0 0.0 1.0 227.0 2214.0 484.0 316.0 1591.0 1683.0 812.0 135.0 1031.0 188.0 0.0 5593.0 570.0 18.0 39.0 1483.0 0.0 3.0 9.0 33.0 -3.0 0.0 6.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 168.0 18.0 33.0 0.0 0.0 0.0 0.0 1.0 0.0 1286.0 3160.0 1287.0 1931.0 644.0 1603.0 1113.0 1182.0 697.0 465.0 0.0 98.0 1687.0 0.0 340.0 891.0 6.0 14.0 0.0 0.0 -8.0
1.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 180.0 23.0 26.0 1.0 10.0 0.0 0.0 0.0 1.0 227.0 2214.0 484.0 316.0 1591.0 1683.0 812.0 135.0 1031.0 188.0 0.0 5593.0 570.0 18.0 39.0 1483.0 0.0 3.0 9.0 33.0 -3.0 0.0 18.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 165.0 22.0 32.0 1.0 7.0 1.0 0.0 0.0 0.0 3723.0 1107.0 804.0 1674.0 282.0 492.0 758.0 1641.0 900.0 78.0 6.0 2679.0 1323.0 13.0 324.0 580.0 3.0 16.0 8.0 13.0 -13.0
1.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 180.0 23.0 26.0 1.0 10.0 0.0 0.0 0.0 1.0 227.0 2214.0 484.0 316.0 1591.0 1683.0 812.0 135.0 1031.0 188.0 0.0 5593.0 570.0 18.0 39.0 1483.0 0.0 3.0 9.0 33.0 -3.0 0.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 162.0 18.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 1071.0 1647.0 1107.0 2297.0 1604.0 1703.0 491.0 742.0 351.0 1482.0 0.0 155.0 3411.0 0.0 118.0 205.0 4.0 15.0 0.0 0.0 -11.0
1.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 180.0 23.0 26.0 1.0 10.0 0.0 0.0 0.0 1.0 227.0 2214.0 484.0 316.0 1591.0 1683.0 812.0 135.0 1031.0 188.0 0.0 5593.0 570.0 18.0 39.0 1483.0 0.0 3.0 9.0 33.0 -3.0 0.0 14.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 156.0 18.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 1592.0 1526.0 1745.0 3245.0 135.0 248.0 534.0 1826.0 510.0 1044.0 4.0 1098.0 1192.0 0.0 1127.0 558.0 6.0 21.0 0.0 0.0 -15.0
1.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 180.0 23.0 26.0 1.0 10.0 0.0 0.0 0.0 1.0 227.0 2214.0 484.0 316.0 1591.0 1683.0 812.0 135.0 1031.0 188.0 0.0 5593.0 570.0 18.0 39.0 1483.0 0.0 3.0 9.0 33.0 -3.0 0.0 16.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 170.0 18.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 2313.0 2108.0 1538.0 1855.0 86.0 1806.0 84.0 3182.0 87.0 338.0 0.0 76.0 1911.0 0.0 991.0 9.0 6.0 8.0 0.0 0.0 -2.0
1.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 180.0 23.0 26.0 1.0 10.0 0.0 0.0 0.0 1.0 227.0 2214.0 484.0 316.0 1591.0 1683.0 812.0 135.0 1031.0 188.0 0.0 5593.0 570.0 18.0 39.0 1483.0 0.0 3.0 9.0 33.0 -3.0 0.0 18.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 170.0 18.0 33.0 0.0 0.0 1.0 0.0 0.0 0.0 1094.0 1075.0 2253.0 1499.0 756.0 789.0 636.0 568.0 794.0 4861.0 104.0 5.0 1522.0 0.0 204.0 224.0 2.0 0.0 0.0 0.0 2.0
1.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 180.0 23.0 26.0 1.0 10.0 0.0 0.0 0.0 1.0 227.0 2214.0 484.0 316.0 1591.0 1683.0 812.0 135.0 1031.0 188.0 0.0 5593.0 570.0 18.0 39.0 1483.0 0.0 3.0 9.0 33.0 -3.0 0.0 13.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 170.0 18.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 1551.0 1450.0 4821.0 1665.0 17.0 2425.0 46.0 1758.0 6.0 63.0 0.0 560.0 1705.0 0.0 285.0 32.0 9.0 9.0 0.0 0.0 0.0
1.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 180.0 23.0 26.0 1.0 10.0 0.0 0.0 0.0 1.0 227.0 2214.0 484.0 316.0 1591.0 1683.0 812.0 135.0 1031.0 188.0 0.0 5593.0 570.0 18.0 39.0 1483.0 0.0 3.0 9.0 33.0 -3.0 0.0 26.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 176.0 18.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 2499.0 1556.0 1652.0 2707.0 272.0 821.0 208.0 1898.0 276.0 470.0 13.0 1020.0 2105.0 13.0 778.0 96.0 6.0 13.0 0.0 0.0 -7.0
1.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 180.0 23.0 26.0 1.0 10.0 0.0 0.0 0.0 1.0 227.0 2214.0 484.0 316.0 1591.0 1683.0 812.0 135.0 1031.0 188.0 0.0 5593.0 570.0 18.0 39.0 1483.0 0.0 3.0 9.0 33.0 -3.0 0.0 30.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 18.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 1297.0 833.0 1129.0 2022.0 1415.0 1122.0 676.0 911.0 910.0 2920.0 52.0 0.0 2150.0 0.0 847.0 100.0 3.0 13.0 0.0 0.0 -10.0
1.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 180.0 23.0 26.0 1.0 10.0 0.0 0.0 0.0 1.0 227.0 2214.0 484.0 316.0 1591.0 1683.0 812.0 135.0 1031.0 188.0 0.0 5593.0 570.0 18.0 39.0 1483.0 0.0 3.0 9.0 33.0 -3.0 0.0 22.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 170.0 23.0 33.0 0.0 0.0 0.0 0.0 0.0 0.0 634.0 2660.0 294.0 205.0 348.0 463.0 1544.0 642.0 761.0 726.0 63.0 2849.0 181.0 1436.0 227.0 3351.0 6.0 11.0 0.0 0.0 -5.0
